variant,date,code,name,action,underlying_v31_action,valuation_confidence,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
current_v31_baseline,2018-02-28,002920,德赛西威,HOLD_REVIEW,HOLD_REVIEW,INVALID,0,,,1.2827434208380581,,0.18551820543155395,
current_v31_baseline,2018-02-28,600588,用友网络,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.937150117821028,2.038300996784743,0.1591819989368073,0.0,0.5134941217691205,-0.5134941217691205
current_v31_baseline,2018-02-28,600519,贵州茅台,CORE_ONLY,CORE_ONLY,HIGH,0,2.6736260453446214,223.18753254181618,14.775000000000002,0.040120581486418505,0.29212562113801177,-0.25200503965159327
current_v31_baseline,2018-02-28,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,0,0.6178625421186887,21.736226238845457,1.6974999999999998,0.0,0.0,0.0
current_v31_baseline,2018-02-28,601877,正泰电器,REDUCE_50,REDUCE_50,MEDIUM,0,1.4058716558447946,12.981270320179757,1.013777926599074,0.0,0.08334981528349902,-0.08334981528349902
current_v31_baseline,2018-02-28,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,HIGH,0,2.2562369135268456,13.66434518253137,0.8971879006845223,0.04212743312294176,0.24902543675295286,-0.2068980036300111
current_v31_baseline,2018-03-30,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,3.637107574339417,1.3032333806791223,0.10177657516967006,0.0,0.3307585974501003,-0.3307585974501003
current_v31_baseline,2018-03-30,002008,大族激光,REDUCE_25,REDUCE_25,MEDIUM,0,1.3710754247705577,38.3348713356128,0.9218512161078601,0.3,0.38662842867511726,-0.08662842867511727
current_v31_baseline,2018-03-30,002920,德赛西威,HOLD_REVIEW,HOLD_REVIEW,INVALID,0,,,1.2827434208380581,,0.18626406507193094,
current_v31_baseline,2018-03-30,600588,用友网络,CORE_ONLY,CORE_ONLY,MEDIUM,0,8.120701209916591,2.045389870977731,0.15973560763642103,0.0,0.5601052450938973,-0.5601052450938973
current_v31_baseline,2018-03-30,600519,贵州茅台,REDUCE_50,REDUCE_50,HIGH,0,1.6225158634624366,346.48659693244053,17.28,0.11026611651713614,0.23459110495856988,-0.12432498844143375
current_v31_baseline,2018-03-30,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,0,0.46098036687993066,25.142068584059224,1.9634807326935255,0.0,0.0,0.0
current_v31_baseline,2018-03-30,601877,正泰电器,REDUCE_50,REDUCE_50,MEDIUM,0,1.6400552083800368,12.981270320179757,1.013777926599074,0.0,0.12189845865032325,-0.12189845865032325
current_v31_baseline,2018-03-30,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,HIGH,0,2.729731977766829,13.66434518253137,0.8971879006845223,0.04212743312294176,0.29993303548541805,-0.2578056023624763
